formula,intensity,m/z
C42H22O7,4428376,637.12914
C31H22N6O10,5380698,637.13262
C23H30N2O19,4242013,637.13729
C28H30O17,45374048,637.141
C32H30O14,10357354,637.15626
C18H34N6O19,2761338,637.18049
C36H26N6O6,6638205,637.18389
C33H34O13,2341506,637.19258
C31H29N1O14,2348808,638.15125
C30H24O16,6563722,639.09927
C31H28O15,63889316,639.13561
C32H32O14,3997628,639.17213
C33H36O13,2746324,639.20859
C30H27N1O15,5210696,640.13085
C29H22O17,3800271,641.0784
C30H26O16,18703592,641.1149
C34H22N6O8,3497211,641.14262
C31H30O15,7636225,641.15126
C32H34O14,9749786,641.18762
C33H38O13,4934963,641.2241
C48H34O2,3646788,641.24864
C34H42O12,3603788,641.26046
C29H24O17,3142203,643.09412
C30H28O16,4125268,643.13066
C31H32O15,8661613,643.16695
C32H36O14,21506694,643.20329
C33H40O13,4545183,643.23974
C48H36O2,3268272,643.26399
C29H26O17,7151539,645.10988
C28H26N2O16,13479867,645.1209
C30H30O16,6512589,645.14619
C31H34O15,39120868,645.1825
C32H38O14,7176191,645.21884
C26H42N6O13,19181606,645.27386
C30H33N1O15,2493598,646.17773
C28H24O18,3021087,647.08913
C29H28O17,11875641,647.12539
C30H32O16,3011922,647.16185
C34H32O13,2422621,647.17683
C34H28N6O8,2341222,647.18966
C31H36O15,6456684,647.19806
C32H40O14,5309830,647.23449
C28H26O18,97286832,649.10468
C29H30O17,20003532,649.14106
C33H30O14,21617366,649.15626
C34H34O13,4864753,649.19271
C28H28O18,417136736,651.12031
C33H32O14,588578944,651.17192
C22H14N4O20,10749353,653.0131
C42H22O8,13256185,653.12406
C31H22N6O11,17368572,653.12744
C23H30N2O20,5187071,653.13211
C28H30O18,49317376,653.13599
C32H30O15,14525965,653.1512
C18H34N6O20,15402526,653.17547
C36H26N6O7,34178592,653.17892
C33H34O14,3380263,653.18734
C34H38O13,4693570,653.22403
C32H33N1O14,3856634,654.18266
C30H24O17,6364052,655.09413
C31H28O16,8801199,655.13057
C31H24N6O11,2342840,655.14305
C32H32O15,6519753,655.16691
C33H36O14,8453092,655.20331
C34H40O13,4154366,655.23968
C35H44O12,3089433,655.2763
C29H64N6O10,4576417,655.46138
C30H27N1O16,2824841,656.12589
C30H26O17,3258718,657.10998
C31H30O16,3551609,657.14621
C32H34O15,8221076,657.18257
C33H38O14,15536559,657.21895
C34H42O13,10482121,657.25534
C30H29N1O16,3243098,658.14145
C30H28O17,4118326,659.1255
C31H32O16,5924689,659.1618
C32H36O15,11929452,659.19813
C33H40O14,5808007,659.23452
C38H76O8,3340400,659.54699
C30H30O17,3640604,661.14105
C31H34O16,5225783,661.1774
C35H34O13,4252995,661.19261
C32H38O15,7884115,661.21379
C29H28O18,22708980,663.12034
C33H28O15,2360064,663.1355
C34H32O14,3996444,663.17205
C31H36O16,2543403,663.19295
C28H26O19,7379163,665.09966
C29H30O18,18958582,665.136
C28H30N2O17,7006463,665.14718
C33H30O15,77015296,665.15124
C34H34O14,18835742,665.18763
C24H42O21,6334771,665.21474
C28H28O19,52309740,667.11522
C32H28O16,6979319,667.1305
C33H32O15,820850432,667.16685
C34H36O14,5779248,667.20331
C36H44O12,2521960,667.27607
C22H14N4O21,39089324,669.00796
C31H22N6O12,2645252,669.1222
C32H30O16,6243606,669.1463
C31H26N8O10,21656872,669.17023
C36H26N6O8,47461676,669.17391
C41H26N4O6,4748591,669.17772
C34H38O14,16971088,669.21893
C36H46O12,13776264,669.29169
C30H66N6O10,6964761,669.477
C32H33N1O15,5101630,670.17773
C31H28O17,3681063,671.12546
C32H32O16,4461380,671.16167
C33H36O15,8440673,671.19821
C34H40O14,10673021,671.2346
C35H44O13,8567706,671.27105
C25H23N1O21,3640849,672.06908
C31H30O17,2747748,673.14084
C32H34O16,5794177,673.17735
C33H38O15,10924446,673.21383
C34H42O14,3115451,673.25013
C51H16O3,4421508,675.10251
C31H32O17,2825135,675.15657
C32H36O16,5648333,675.19304
C29H27N1O18,2507444,676.11579
C26H30O21,3134945,677.12058
C30H30O18,5027309,677.13606
C31H34O17,2848267,677.17249
C35H34O14,2736663,677.18765
C36H38O13,5389877,677.22405
C29H28O19,2407482,679.11528
C33H28O16,5211206,679.13047
C30H32O18,3372120,679.15177
C34H32O15,5254245,679.16692
C35H36O14,3636354,679.20322
C33H30O16,66443968,681.14615
C34H34O15,24591072,681.18254
C35H38O14,5868285,681.21892
C37H46O12,2842426,681.29179
C32H8N6O13,8765643,683.00763
C32H28O17,3219758,683.12569
C23H32N4O20,3050309,683.15384
C28H32N2O18,3006792,683.15749
C33H32O16,32530764,683.16178
C34H36O15,6799723,683.19824
C35H40O14,2621832,683.23426
C36H44O13,8802727,683.27101
C37H48O12,12878278,683.30738
C32H30O17,3037129,685.14119
C33H34O16,4198376,685.17745
C34H38O15,18991110,685.21385
C35H42O14,4904997,685.25025
C36H46O13,36677700,685.28664
C32H32O17,2970228,687.15643
C33H36O16,4402836,687.19302
C34H40O15,8310451,687.22943
C35H44O14,4323026,687.2658
C39H40N6O6,2832106,687.29365
C26H22N6O17,2559217,689.09684
C31H30O18,3018003,689.13604
C32H34O17,2586930,689.17221
C36H36O14,3238926,691.20313
C30H30O19,4510370,693.131
C36H38O14,4784879,693.21902
C33H28O17,2767232,695.12533
C30H32O19,19761556,695.14653
C34H32O16,4329889,695.1617
C35H36O15,5855681,695.19801
C36H40O14,4346338,695.2347
C38H48O12,21383714,695.30736
C33H30O17,5986437,697.14102
C34H34O16,4098213,697.17774
C35H38O15,5476550,697.21393
C36H42O14,3555558,697.2502
C37H46O13,9060615,697.28665
C38H50O12,37114152,697.32294
C27H25N1O21,3353556,698.08467
C33H32O17,7661468,699.15674
C34H36O16,3927996,699.19321
C35H40O15,3622877,699.2295
C36H44O14,5660670,699.26594
C37H48O13,35706912,699.30224
C41H44N6O5,2711608,699.3299
C35H43N1O14,4107141,700.26101
C34H38O16,5797606,701.20871
C35H42O15,4851463,701.24495
C36H46O14,2893609,701.28156
C40H42N6O6,2647874,701.30944
C31H24N6O14,6653386,703.12776
C33H36O17,2619905,703.18787
C34H40O16,3876387,703.22428
C35H30O16,2417948,705.1462
C33H20N6O13,3251270,707.10175
C35H32O16,2450559,707.16175
C36H36O15,3740833,707.19819
C55H32O1,22451398,707.2379
C35H34O16,2880502,709.17739
C36H38O15,4164633,709.21357
C37H42O14,3101756,709.25018
C38H46O13,2700382,709.28683
C39H50O12,4308097,709.32262
C38H24N4O11,4227916,711.13685
C30H32O20,47088464,711.14146
C35H36O16,4694914,711.1932
C36H40O15,7209893,711.22948
C46H40N4O4,5161958,711.29755
C38H48O13,55493612,711.3022
C39H52O12,4711438,711.33851
C37H30O15,9784042,713.15142
C34H34O17,2502399,713.17262
C35H38O16,2783010,713.20894
C37H46O14,5540713,713.28144
C38H50O13,93080456,713.31788
C24H53N5O19,3387237,714.32592
C36H28O16,2716282,715.13027
C37H32O15,2512542,715.16689
C34H36O17,2401971,715.18764
C35H40O16,2596567,715.22436
C36H44O15,4518651,715.2608
C37H48O14,2592542,715.29708
C41H44N6O6,6939450,715.32488
C36H30O16,5646915,717.14617
C35H28O17,3942909,719.12531
C36H32O16,3404321,719.16163
C34H40O17,3730011,719.21928
C40H48O12,4864692,719.30728
C24H34O25,4043239,721.13163
C35H30O17,5736945,721.14089
C56H34O1,2549348,721.25375
C40H50O12,6982314,721.32299
C35H32O17,4018683,723.15678
C55H32O2,44610120,723.2328
C40H52O12,9462454,723.33867
C30H31N1O20,3462635,724.13681
C31H34O20,3461643,725.15711
C35H34O17,3633691,725.1724
C36H38O16,3748416,725.20904
C37H42O15,5569126,725.24509
C38H46O14,4653708,725.28149
C39H50O13,12266161,725.31788
C40H54O12,4690648,725.35422
C37H28O16,4676117,727.13056
C35H36O17,2678353,727.18787
C36H40O16,4428407,727.22459
C37H44O15,3285661,727.26048
C38H48O14,11891396,727.29724
C39H52O13,14336745,727.33357
C50H80O3,3128325,727.60378
C31H18N6O16,4162066,729.071
C37H30O16,57412192,729.1461
C36H42O16,3832517,729.23998
C37H46O15,6753003,729.27641
C38H50O14,10005266,729.31277
C36H28O17,3998367,731.12562
C27H32N4O20,5030589,731.1536
C37H32O16,39637700,731.16177
C36H44O16,3148586,731.25578
C48H14O9,2921149,733.05655
C30H18N6O17,10091207,733.06592
C35H26O18,2476785,733.10486
C36H30O17,15416089,733.14099
C27H34N4O20,2939703,733.16905
C37H34O16,10279744,733.17745
C40H46O13,7605175,733.28662
C36H9N5O14,6848197,734.00736
C38H24O16,14115692,735.09928
C35H28O18,3347331,735.12004
C25H36O25,4301729,735.14752
C36H32O17,11768747,735.15666
C57H36O1,9278502,735.26933
C40H48O13,31024202,735.30221
C35H30O18,10013741,737.13608
C36H34O17,14871637,737.1724
C37H38O16,2702461,737.20838
C56H34O2,4900010,737.24879
C40H50O13,27946230,737.31788
C35H32O18,3427567,739.15148
C36H36O17,4713751,739.18781
C37H40O16,2567488,739.22429
C30H40N6O16,7574870,739.24311
C40H52O13,53491132,739.33351
C35H34O18,4064713,741.16714
C37H42O16,4175387,741.24008
C38H46O15,4464197,741.2765
C39H50O14,4365935,741.31279
C43H46N6O6,3368589,741.34032
C40H54O13,19742358,741.34914
C37H28O17,17393274,743.12533
C36H40O17,2824934,743.21903
C37H44O16,4523792,743.25579
C38H48O15,11622201,743.29208
C39H52O14,2622307,743.32844
C50H80O4,12830872,743.59851
C46H14N6O6,8683340,745.08996
C37H30O17,102584200,745.14107
C51H26N2O5,2444208,745.17675
C36H42O17,2875379,745.23514
C37H46O16,4466717,745.27133
C38H50O15,6586439,745.30776
C25H29N7O20,4224011,746.13925
C37H16O18,16177172,747.02672
C36H28O18,4692097,747.12046
C37H32O17,188111024,747.15665
C25H31N7O20,6905148,748.15485
C36H30O18,9683391,749.13608
C35H26N8O12,4837851,749.1594
C40H26N6O10,12689888,749.16384
C37H34O17,29778410,749.17238
C40H46O14,13976171,749.2815
C36H32O18,12258071,751.15161
C57H36O2,24669086,751.26417
C40H48O14,66284484,751.2971
C26H51N5O20,2650236,752.30567
C35H30O19,3290205,753.13097
C36H34O18,37893256,753.16726
C31H42N6O16,24409336,753.25867
C43H42N6O7,5227823,753.3043
C40H50O14,36042040,753.31284
C34H21N5O16,3205350,754.09079
C36H36O18,6737430,755.18287
C59H32O1,15179353,755.2379
C40H52O14,72974024,755.32843
C38H46O16,6354967,757.27154
C39H50O15,4653124,757.30775
C43H46N6O7,5408870,757.33561
C40H54O14,22251634,757.34413
C37H28O18,30724362,759.12033
C38H32O17,5609784,759.15678
C37H44O17,4112814,759.25088
C38H48O16,14315994,759.28705
C37H30O18,113285864,761.13599
C38H34O17,6531861,761.17244
C36H42O18,3210078,761.22995
C42H50O13,3195853,761.31774
C37H32O18,247637216,763.15158
C51H28N2O6,4373773,763.1874
C56H28O4,4218131,763.19175
C40H44O15,3183978,763.26056
C38H22O18,2463354,765.07371
C36H30O19,4810437,765.13082
C27H34N4O22,15765224,765.15894
C37H34O18,17223410,765.1674
C38H38O17,2574114,765.20352
C40H46O15,19271552,765.27635
C31H33N3O20,2872306,766.15839
C57H36O3,15939974,767.25928
C32H44N6O16,40483224,767.27434
C40H48O15,71874992,767.29209
C36H34O19,5952320,769.16242
C53H26N2O5,2483027,769.17699
C60H34O1,47694776,769.25357
C37H38N8O11,3965888,769.25898
C52H38N2O5,5060559,769.27088
C40H50O15,50480128,769.3077
C41H54O14,3281967,769.34393
C36H36O19,7781800,771.1779
C33H40O21,8711620,771.19882
C51H36N2O6,3127816,771.25004
C50H36N4O5,3005975,771.26103
C30H52N4O19,3947102,771.315
C40H52O15,29183594,771.32333
C41H56O14,8277658,771.35969
C38H30O18,2559969,773.1358
C39H34O17,3450897,773.17232
C54H26N6O1,5175363,773.20916
C38H46O17,4225168,773.26625
C39H50O16,3834049,773.30262
C30H54N4O19,2611431,773.33116
C40H54O15,6105330,773.33906
C37H28O19,27959890,775.11523
C52H24O8,5405299,775.13959
C38H32O18,7537284,775.15184
C37H30O19,22621456,777.1309
C38H34O18,10390851,777.16733
C37H32O19,13277166,779.14664
C38H36O18,11532320,779.18304
C59H40O2,3213500,779.29573
C40H46O16,11486082,781.2714
C33H46N6O16,47645596,781.28998
C34H40O21,6184480,783.19897
C61H36O1,76484224,783.26922
C40H48O16,31035036,783.28691
C35H47N1O19,3224590,784.26689
C34H47N3O18,3130398,784.27807
C40H34O17,6301980,785.17247
C52H38N2O6,4268450,785.26574
C47H46O11,5052878,785.29675
C40H50O16,50403800,785.3026
C41H54O15,3289611,785.33915
C52H40N2O6,2930938,787.28131
C40H52O16,28435760,787.31828
C41H56O15,11957604,787.35467
C38H30O19,2600830,789.13057
C48H26N2O10,2684828,789.15165
C39H34O18,5244852,789.16724
C40H38O17,5631977,789.20358
C40H54O16,7078055,789.33372
C37H28O20,7637725,791.11014
C52H20N6O4,4649747,791.14718
C53H11N7O3,2595969,792.08505
C37H30O20,4212368,793.12584
C38H34O19,3364551,793.16203
C37H32O20,4121189,795.14156
C38H36O19,12956315,795.17782
C59H40O3,9659205,795.29056
C37H34O20,4697688,797.15703
C62H38O1,95313688,797.28486
C36H49N1O19,4220178,798.28243
C35H49N3O18,3564836,798.29402
C34H40O22,17853068,799.19381
C40H48O17,11614995,799.28154
C54H44N2O5,3732299,799.31776
C42H56O15,2945925,799.3547
C43H60O14,3615677,799.39099
C52H22N2O8,2770500,801.13031
C36H34O21,6157926,801.15217
C40H50O17,17659720,801.2975
C39H32O19,2685589,803.14627
C39H34O19,3770115,805.16208
C41H42O17,3962743,805.23501
C38H32O20,3631957,807.14167
C38H34O20,3228666,809.15675
C39H38O19,2670645,809.19338
C38H36O20,10347708,811.17268
C59H40O4,9917811,811.28538
C63H40O1,4167052,811.30081
C42H54O16,3193478,813.33357
C40H48O18,2838278,815.27662
C55H40N6O2,2603843,815.31371
C43H60O15,6356923,815.38589
C57H22O7,2679559,817.1294
C41H29N3O16,2881961,818.1472
C39H32O20,4096040,819.14131
C40H36O19,3358821,819.17816
C39H34O20,4056422,821.15724
C41H42O18,4236768,821.22961
C42H62O16,44791544,821.39648
C45H56N6O9,3025987,823.40356
C39H38O20,6828069,825.18827
C42H20N8O12,2745608,827.11292
C27H32N4O26,7380250,827.12289
C48H24N6O9,6114638,827.15294
C41H36O19,2674816,831.17797
C40H31N7O14,14958427,832.18601
C53H26N2O9,3528186,833.1562
C40H36O20,5063624,835.17275
C41H42O19,2705895,837.22488
C42H62O17,3304206,837.39183
C61H44O4,5767262,839.31655
C49H44N8O6,2755704,839.33109
C36H42O23,5088636,841.20454
C40H24N6O16,13445843,843.11793
C41H36O20,3608390,847.17288
C42H40O19,3281800,847.20898
C40H34O21,2843964,849.15178
C53H28N2O10,3035008,851.16711
C61H44O5,5820665,855.31168
C42H34O20,4576807,857.15731
C58H20O9,5833749,859.10335
C69H16O1,11410471,859.11276
C42H36O20,2991253,859.17296
C54H18N6O7,2653575,861.11608
C69H18O1,9239198,861.12868
C45H38O18,24799208,865.19859
C44H36O19,7652912,867.17749
C48H32N6O11,3210853,867.20583
C42H43N7O14,5934631,868.27971
C42H34O21,9195885,873.15182
C57H26N6O5,4038065,873.18882
C47H24O18,2973560,875.08897
C42H36O21,5224457,875.16752
C62H24O7,2816231,879.14451
C44H34O20,3709828,881.15678
C58H30N2O8,3324871,881.19273
C44H36O20,141077040,883.17261
C63H48O5,3658598,883.34292
C43H34O21,5349512,885.15193
C47H30N6O13,15472827,885.17958
C43H36O21,9381674,887.16756
C55H32N6O7,4355990,887.22561
C42H34O22,3442055,889.14671
C43H38O21,8963530,889.18316
C42H36O22,5751844,891.16224
C46H38O19,2788060,893.19357
C62H24O8,2879731,895.14018
C44H34O21,9617277,897.15189
C50H26N8O10,2956190,897.16964
C58H30N2O9,7872448,897.18778
C44H36O21,621420032,899.16752
C63H48O6,3993412,899.33777
C43H34O22,10800204,901.14693
C47H30N6O14,64367744,901.17446
C43H36O22,17103562,903.16259
C42H34O23,3416319,905.14172
C43H38O22,15059266,905.17804
C42H36O23,5023598,907.1572
C46H38O20,6804974,909.18813
C47H42O19,15328818,909.22475
C44H34O22,25051670,913.14689
C45H38O21,37765720,913.18323
C44H36O22,925536320,915.1625
C47H30N6O15,94510728,917.16929
C39H33N7O20,19129744,918.17046
C43H36O23,7265407,919.15736
C47H36O20,3683482,919.17291
C66H23N3O4,3396489,920.1614
C43H38O23,20806300,921.17311
C47H42O20,56284872,925.21972
C60H28N6O6,2940024,927.19945
C63H28N8O2,6284456,927.22629
C44H34O23,36221400,929.14191
C45H38O22,59798040,929.17827
C44H36O23,13090726,931.15762
C61H24N8O4,7299031,931.18476
C43H34O24,2907428,933.13671
C48H17N5O17,2779999,934.05472
C43H36O24,4399822,935.15205
C43H38O24,14026855,937.16794
C52H28O18,5363071,939.12067
C47H40O21,2747908,939.19909
C48H44O20,4451907,939.23513
C60H44N8O4,3346168,939.34105
C47H42O21,60932980,941.21455
C59H24N6O8,3137619,943.15794
C63H28N8O3,7413951,943.22095
C44H36O24,6212232,947.15249
C45H40O23,13298372,947.18859
C59H36N2O11,3185408,947.22464
C44H38O24,3218336,949.16847
C64H26O10,8597804,953.14516
C45H29N7O18,3579792,954.14947
C48H44O21,4941420,955.23068
C41H11N5O24,6927130,955.9721
C59H30N2O12,3210920,957.17252
C47H42O22,20359906,957.20956
C49H40N2O19,2789228,959.21528
C67H30N8O1,4342787,961.24697
C45H40O24,5554154,963.18387
C64H15N3O9,2884988,968.07342
C64H26O11,21386200,969.14013
C49H46O21,3019897,969.24583
C48H44O22,3414062,971.22515
C47H34N4O20,3580817,973.16919
C47H42O23,8965060,973.2044
C59H34N2O13,5477066,977.1985
C76H22O3,4436239,981.14988
C69H21N5O4,3025567,982.15162
C60H28N6O10,3595060,991.17912
C76H22O4,21695920,997.14437
C68H54O8,3985110,997.3743
C76H22O5,29776000,1013.13946
C68H54O9,6220159,1013.36923
C53H26N2O28,3082274,1137.0596
C88H156O3,3069432,1260.19837
